Ticker,Frequency,Name,Percentage
QHC,6392,Rogers Corporation,0.032860992552090997
ABR,1196,National Beverage Co,0.006148583712813021
CHS,2403,"Whole Foods Market, ",0.012353717944723822
FSM,1014,Apollo Global Manage,0.005212929669558866
AFG,1635,Quorum Health Corp,0.00840546352044255
AEL,1345,Arbor Realty Trust I,0.006914586198773841
DKL,843,"Chico's FAS, Inc.",0.004333826145402489
DWCH,596,Fortuna Silver Mines,0.003064009943843278
GEC,170,American Financial G,0.0008739625678747606
SXE,485,American Equity Inve,0.002493363796583876
ADTN,1150,Delek Logistics Part,0.005912099723858674
FLGT,459,Datawatch Corporatio,0.002359698933261853
EDG,4938,,0.025386042118620982
EW,3897,Southcross Energy Pa,0.020034306629458484
fuel,27,"ADTRAN, Inc.",0.00013880581960363844
CZR,2798,Fulgent Genetics Inc,0.014384395675962235
ADRO,1158,Edgen Group Inc,0.005953227374111605
ACBI,594,Edwards Lifesciences,0.003053728031280046
AAC,986,,0.0050689828936736105
MNK,5508,Caesars Entertainmen,0.028316387199142243
SINA,4210,Aduro BioTech Inc,0.021643425945604363
YUMC,3229,Atlantic Capital Ban,0.016600147833338835
CCXI,1261,AAC Holdings Inc,0.006482745871118077
MTG,1442,Mallinckrodt PLC,0.007413258958090616
SALT,1481,SINA Corp,0.007613756253073649
LABU,2210,Yum China Holdings I,0.011361513382371888
XBI,7131,ChemoCentryx Inc,0.0366601592442054
XLV,2488,MGIC Investment Corp,0.012790699228661202
ACTA,658,Scorpio Bulkers Inc,0.0033827492333034846
AEIS,1371,,0.007048251062095863
BECN,1344,SPDR S&P Biotech (ET,0.006909445242492224
FITB,3004,Health Care SPDR (ET,0.015443432669975181
CNK,2171,Actua Corp,0.011161016087388854
e,4091,Advanced Energy Indu,0.021031652148092033
EROS,3322,Beacon Roofing Suppl,0.017078256767529144
AF,1372,Fifth Third Bancorp,0.00705339201837748
TGNO,200,"Cinemark Holdings, I",0.0010281912563232477
TS,3268,,0.016800645128321866
AES,1785,Eros International p,0.009176606962684986
AAAP,844,Astoria Financial Co,0.004338967101684105
PNTR,969,,0.0049815866368861355
SORL,3279,Tenaris SA (ADR),0.016857195647419644
FTXD,97,AES Corp,0.0004986727593167751
AGCO,1875,Advanced Accelerator,0.009639293028030448
CCJ,1814,Pointer Telocation L,0.009325694694851857
EPC,1218,"Sorl Auto Parts, Inc",0.006261684751008579
ETN,3748,,0.01926830414349766
AR,2087,AGCO Corporation,0.01072917575973309
FN,2360,Cameco Corp (USA),0.012132656824614323
CBPX,833,Edgewell Personal Ca,0.004282416582586327
ACUR,479,,0.002462518058894178
EBR,691,Antero Resources Cor,0.0035524007905968205
GFA,404,Fabrinet,0.0020769463377729603
ORPN,481,Continental Building,0.0024727999714574105
bco,14,Acura Pharmaceutical,7.197338794262735e-05
STUDY,7841,Centrais Eletricas B,0.04031023820415292
ADDYY,1196,Gafisa SA (ADR),0.006148583712813021
APTI,562,Bioblast Pharma Ltd,0.002889217430268326
FXY,629,,0.0032336615011366136
FCA,581,,0.0029868955996190344
WYN,2407,adidas AG (ADR),0.012374281769850285
AZ,24,Apptio Inc,0.00012338295075878974
BB,78,Guggenheim CurrencyS,0.0004009945899660666
BEE,181,,0.0009305130869725392
FM,158,Wyndham Worldwide Co,0.0008122710924953656
HBM,1646,,0.008462014039540328
III,901,,0.004632001609736231
IVN,88,Strategic Hotels and,0.000452404152782229
LUN,2960,iShares MSCI Frontie,0.015217230593584066
N,220,Hudbay Minerals Inc,0.0011310103819555726
NSU,649,Information Services,0.0033364806267689386
PEEK,47,,0.0002416249452359632
PPY,1728,,0.00888357245463286
RPM,1484,NetSuite Inc,0.0076291791219184986
TECK,1675,Nevsun Resources (US,0.0086111017717072
XBM,3,,1.5422868844848717e-05
HES,3090,,0.015885554910194177
HNR,412,RPM International In,0.0021180739880258905
compq,190,Teck Resources Ltd (,0.0009767816935070854
indu,557,,0.002863512648860245
CAA,1388,Hess Corp.,0.007135647318883338
LEN,3456,Harvest Natural Reso,0.01776714490926572
NVR,1784,,0.00917146600640337
AGRX,2392,,0.012297167425626043
FONR,282,CalAtlantic Group In,0.0014497496714157793
MGF,90,Lennar Corporation,0.00046268606534546143
NRT,200,"NVR, Inc.",0.0010281912563232477
PLX,939,Agile Therapeutics I,0.004827357948437648
PNI,56,Fonar Corporation,0.0002878935517705094
YUME,916,MFS Government Marke,0.004709115953960475
CDE,3157,North European Oil R,0.016229998981062466
AIRR,107,Protalix Biotherapeu,0.0005500823221329375
FIDU,96,Pimco NY Muni Income,0.000493531803035159
IFLY,127,YuMe Inc,0.0006529014477652624
IYJ,107,Coeur Mining Inc,0.0005500823221329375
RGI,143,,0.0007351567482711221
SIJ,75,,0.00038557172112121794
UXI,90,,0.00046268606534546143
VIS,132,iShares Dow Jones US,0.0006786062291733435
XLI,1937,Rydex S&P Equal Weig,0.009958032317490654
OI,1744,ProShares UltraShort,0.00896582775513872
PKG,2205,ProShares Ultra Indu,0.011335808600963806
GSB,316,Vanguard Industrials,0.0016245421849907312
HOLI,692,The Industrial Selec,0.003557541746878437
LPTH,831,Owens-Illinois Inc,0.004272134670023095
MAG,629,Packaging Corp Of Am,0.0032336615011366136
COR,2012,"GlobalSCAPE, Inc.",0.010343604038611872
IEF,5853,Hollysys Automation ,0.03009001711629984
AMRK,497,LightPath Technologi,0.0025550552719632706
ATTU,499,MAG Silver Corp (USA,0.002565337184526503
MRVL,3346,CoreSite Realty Corp,0.017201639718287934
DBMM,40279,iShares Barclays 7-1,0.20707257806722046
DRRX,1191,A-Mark Precious Meta,0.00612287893140494
EFLN,1686,Attunity Ltd,0.008667652290804979
EZCL,19,Marvell Technology G,9.767816935070853e-05
GRX,163,,0.0008379758739034468
aeti,7,DURECT Corporation,3.598669397131367e-05
emms,3,Efuel EFN Corp,1.5422868844848717e-05
TSRO,5678,EZY CLOUD HLDG INC C,0.029190349767017003
STB,885,Gabelli Healthcare &,0.004549746309230371
WWW,1312,,0.006744934641480505
KWEB,690,,0.0035472598343152047
ECF,61,,0.00031359833317859057
EMO,414,Student Transportati,0.002128355900589123
IM,1419,Wolverine World Wide,0.007295016963613443
IT,7694,,0.039554517630755334
RATE,1667,Ellsworth Growth and,0.00856997412145427
tops,642,ClearBridge Energy M,0.0033004939327976254
AXSM,1215,Ingram Micro Inc.,0.0062462618821637296
RLMD,5,Gartner Inc,2.5704781408081192e-05
VTGN,377,Bankrate Inc,0.001938140518169322
GNR,38,,0.00019535633870141706
POT.TO,2,Axsome Therapeutics ,1.0281912563232476e-05
VV,23,Relmada Therapeutics,0.0001182419944771735
ETM,837,Vistagen Therapeutic,0.004302980407712792
BB.CA,371,,0.0019072947804796246
ENTA,1230,,0.006323376226387974
MCRL,173,Vanguard Large-Cap E,0.0008893854367196093
FNGN,1395,Entercom Communicati,0.007171634012854654
VIG,255,,0.0013109438518121407
VRSN,1959,Enanta Pharmaceutica,0.01007113335568621
DRIP,518,"Micrel, Incorporated",0.0026630153538772113
DRWI,2259,Financial Engines In,0.011613420240171082
SUNE,699,Vanguard Dividend Ap,0.0035935284408497507
USAT,1186,"Verisign, Inc.",0.006097174149996859
GDL,138,,0.000709451966863041
HZNP,2694,"DragonWave, Inc.(USA",0.013849736222674144
BCN,2802,,0.014404959501088702
BELA,773,"USA Technologies, In",0.003973959205689352
BURST,2234,GDL Fund,0.011484896333130677
DGB,31360,Horizon Pharma PLC,0.16122038899148522
FLDC,1233,,0.006338799095232822
SYS,6039,,0.031046234984680465
BF.B,1223,,0.006287389532416659
IHG,1139,,0.0058555492047608956
RICK,868,,0.004462350052442895
TTEC,826,,0.004246429888615013
AXON,2269,Brown-Forman Corpora,0.011664829802987246
ETR,1986,InterContinental Hot,0.01020993917528985
BCV,49,,0.0002519068577991957
FDEF,593,"TeleTech Holdings, I",0.0030485870749984295
ELS,1677,Axovant Sciences Ltd,0.008621383684270432
GXP,1587,Entergy Corporation,0.00815869761892497
ADMP,3761,Bancroft Fund Ltd.,0.019335136575158673
GSV,549,First Defiance Finan,0.0028223849986073147
MGN,61,Equity Lifestyle Pro,0.00031359833317859057
QRM,11,Great Plains Energy ,5.655051909777862e-05
URG,797,Adamis Pharmaceutica,0.004097342156448142
bhbk,8,Gold Standard Ventur,4.1127650252929905e-05
EVHC,2087,"Mines Management, In",0.01072917575973309
GPRE,1368,,0.007032828193251014
FLXN,1673,Ur-Energy Inc. (USA),0.008600819859143967
BANF,702,,0.0036089513096945994
gdx,383,,0.0019689862558590196
gld,2262,Green Plains Inc,0.011628843109015932
CLH,1396,Flexion Therapeutics,0.007176774969136269
CECO,1436,BancFirst Corporatio,0.007382413220400919
CSGP,1560,,0.008019891799321333
DOOR,1503,,0.007726857291269207
FMNB,536,Clean Harbors Inc,0.002755552566946304
ECA,3329,Career Education Cor,0.017114243461500457
GHHC,55,CoStar Group Inc,0.00028275259548889316
afmd,351,Masonite Internation,0.0018044756548472997
EDIT,2609,Farmers National Ban,0.013412754938736766
STEM,177,Encana Corp (USA),0.0009099492618460742
DBA,416,GH CAP INC COM USD0.,0.002138637813152355
ctrn,14,,7.197338794262735e-05
CRZO,2679,Editas Medicine Inc,0.013772621878449902
JMBA,2128,,0.010939954967279356
RNET,652,PowerShares DB Agric,0.0033519034956137873
SSKN,495,,0.002544773359400038
DAIO,445,Carrizo Oil & Gas In,0.002287725545319226
ABIO,945,"Jamba, Inc.",0.004858203686127346
HBIO,436,RigNet Inc,0.00224145693878468
IBIO,601,,0.0030897147252513593
LBIO,1009,Data I/O Corporation,0.0051872248881507845
NBIO,7,Arca Biopharma Inc,3.598669397131367e-05
PBIO,879,"Harvard Bioscience, ",0.0045189005715406735
TBIO,232,Ibio Inc,0.0011927018573349673
AMN,1171,Lion Biotechnologies,0.006020059805772615
CCE,1649,Nascent Biotech Inc,0.008477436908385177
DRAD,528,Pressure Biosciences,0.002714424916693374
DXCM,2194,,0.011279258081866026
DXPE,921,AMN Healthcare Servi,0.004734820735368555
FR,1598,,0.008215248138022749
New,64,Digirad Corporation,0.00032902120202343924
GDXJ,3912,"DexCom, Inc.",0.020111420973682726
SLV,6091,DXP Enterprises Inc,0.03131356471132451
BDI,39,First Industrial Rea,0.0002004972949830333
DHXM,303,,0.0015577097533297204
OPB,657,Market Vectors Junio,0.003377608277021869
PUK,758,iShares Silver Trust,0.003896844861465109
VRNS,1144,,0.005881253986168977
FRO,2139,DHX Media Ltd (USA),0.010996505486377135
CLMT,1575,Opus Bank,0.008097006143545575
CLUB,894,Prudential Public Li,0.004596014915764917
LEA,2348,Varonis Systems Inc,0.012070965349234927
NAO,937,Frontline Ltd.,0.004817076035874415
PKX,718,Calumet Specialty Pr,0.0036912066102004594
CLSD,800,Town Sports Internat,0.004112765025292991
HRI,917,Lear Corporation,0.004714256910242091
lnkd,957,,0.004919895161506741
BBH,462,POSCO (ADR),0.0023751218021067022
CKH,721,Clearside Biomedical,0.003706629479045308
FCB,1521,Herc Holdings Inc,0.007819394504338299
IBKC,1412,,0.0072590302696421295
FTK,811,,0.004169315544390769
FWRD,1183,"Seacor Holdings, Inc",0.00608175128115201
BNZZW,35,FCB Financial Holdin,0.00017993346985656835
HLIX,71,IBERIABANK Corp,0.00036500789599475293
PYTG,108,Flotek Industries In,0.0005552232784145538
TDYS,8,Forward Air Corporat,4.1127650252929905e-05
BDORY,44,,0.0002262020763911145
JBSAY,64,Helix TCS Inc,0.00032902120202343924
MRVNY,6,PYRAMIDION TECHNOL C,3.0845737689697434e-05
foxa,19,,9.767816935070853e-05
EQUEY,10,BCO DO BRASIL SA SPO,5.1409562816162384e-05
MZRTF,17,JBS SA ADR EACH REP ,8.739625678747605e-05
PIH,230,MRV ENGENHARIA UNSP ,0.001182419944771735
WINS,1119,,0.005752730079128571
EBR.B,108,Equatorial Energia S,0.0005552232784145538
LBJ,46,Mazor Robotics Ltd,0.000236483988954347
UBR,104,1347 Property Insura,0.0005346594532880888
agro,240,Wins Finance Holding,0.0012338295075878974
AERI,2194,,0.011279258081866026
DNBF,434,Direxion Daily Latin,0.0022311750262214475
ELXS,16,ProShares Ultra MSCI,8.225530050585981e-05
FMAO,429,,0.0022054702448133664
PNRG,71,Aerie Pharmaceutical,0.00036500789599475293
AACAY,33,DNB Financial Corp,0.00016965155729333587
CHKDP,29,ELXSI Corporation,0.00014908773216687092
CPA,1371,Farmers & Merchants ,0.007048251062095863
GML,91,PrimeEnergy Corporat,0.0004678270216270777
RUSL,163,AAC TECHNOLOGIES H U,0.0008379758739034468
SOXS,202,CHESAPEAKE ENERGY 5.,0.0010384731688864801
HPT,1114,"Copa Holdings, S.A.",0.00572702529772049
HRB,4129,SPDR S&P Emerging La,0.021227008486793448
JRJR,70,,0.0003598669397131367
AIV,1737,Direxion Daily Semic,0.008929841061167407
UDR,1336,Hospitality Properti,0.0068683175922392955
KNDI,1965,H & R Block Inc,0.010101979093375908
GSM,1463,JRjr33 Inc,0.007521219040004557
CNXN,456,Apartment Investment,0.0023442760644170045
GES,3086,"UDR, Inc.",0.01586499108506771
HTH,1176,Kandi Technologies G,0.006045764587180697
DSX,1655,Ferroglobe PLC,0.008508282646074875
JWN,6390,"PC Connection, Inc.",0.03285071063952776
KDMN,1212,"Guess?, Inc.",0.006230839013318882
SRNE,2311,Hilltop Holdings Inc,0.011880749966815127
JBHT,2416,Diana Shipping Inc.,0.012420550376384832
JNPR,2749,"Nordstrom, Inc.",0.01413248881816304
HTGC,1082,Kadmon Holdings Inc,0.00556251469670877
IRIX,420,,0.0021592016382788203
KELYA,797,J B Hunt Transport S,0.004097342156448142
LII,1226,"Juniper Networks, In",0.006302812401261508
RACE,3342,Hercules Capital Inc,0.01718107589316147
CUZ,1708,IRIDEX Corporation,0.008780753329000536
HWCC,622,"Kelly Services, Inc.",0.0031976748071653005
MMS,1591,Lennox International,0.008179261444051436
eria,16,"DATA RACE, Inc.",8.225530050585981e-05
APPS,770,Cousins Properties I,0.003958536336844503
DLX,1103,Houston Wire & Cable,0.005670474778622711
HSGX,524,"MAXIMUS, Inc.",0.002693861091566909
PGND,191,,0.0009819226497887015
GIII,2883,Digital Turbine Inc,0.014821376959899617
Kite,216,Deluxe Corporation,0.0011104465568291075
ALQA,2082,Histogenics Corp,0.01070347097832501
DXTR,12899,Press Ganey Holdings,0.06631319507656785
HBHC,1217,"G-III Apparel Group,",0.006256543794726962
NAV,20698,,0.10640751311689291
MGI,897,Alliqua Biomedical I,0.0046114377846097655
MEDP,647,Dextera Surgical Inc,0.003326198714205706
DGLT,2601,Hancock Holding Comp,0.013371627288483838
MITK,1402,Navistar Internation,0.007207620706825966
GNTX,2038,Moneygram Internatio,0.010477268901933895
HELE,1239,Medpace Holdings Inc,0.006369644832922519
sino,414,Digiliti Money Group,0.002128355900589123
DWTI,1638,"Mitek Systems, Inc.",0.008420886389287398
VTC,6010,Gentex Corporation,0.030897147252513593
IMMY,733,Helen of Troy Limite,0.0037683209544247032
INSG,4737,,0.024352709906016123
JLL,1420,,0.007300157919895059
SSW,1526,,0.007845099285746381
AGG,1029,Imprimis Pharmaceuti,0.005290044013783109
HYG,2712,Inseego Corp,0.013942273435743238
HRC,1646,Jones Lang LaSalle I,0.008462014039540328
MRLN,586,Seaspan Corporation,0.003012600381027116
ARP,426,iShares Barclays Agg,0.0021900473759685177
INSY,11241,iShares iBoxx $ High,0.05778948956164814
USLV,2491,"Hill-Rom Holdings, I",0.01280612209750605
MR,1945,,0.009999159967743584
UHS,2384,,0.012256039775373113
LTBR,504,Insys Therapeutics I,0.002591041965934584
Ec,93,,0.00047810893419031016
HCHC,385,Mindray Medical Inte,0.0019792681684222516
CJREF,69,Universal Health Ser,0.0003547259834315205
CWLDY,18,Lightbridge Corp,9.253721306909229e-05
DIN,1620,,0.008328349176218306
SUNW,776,HC2 Holdings Inc,0.0039893820745342005
ACGL,1418,Corus Entertainment ,0.007289876007331827
All,53,CROWN RESORTS LIM UN,0.00027247068292566065
Hmn,1,DineEquity Inc,5.140956281616238e-06
ALGN,3406,Sunworks Inc,0.017510097095184907
INFO,2297,Arch Capital Group L,0.0118087765788725
IP,3108,,0.01597809212326327
BMSN,15,,7.711434422424359e-05
ACGX,5788,"Align Technology, In",0.029755854957994786
ICNB,76415,IHS Markit Ltd,0.39284617425970486
PXLW,751,International Paper ,0.0038608581674937953
VRDM,2,Bio Matrix Scientifi,1.0281912563232476e-05
DCOM,721,Alliance Creative Gr,0.003706629479045308
cris,55,Iconic Brands Inc,0.00028275259548889316
BRCD,2092,"Pixelworks, Inc.",0.010754880541141171
CBSH,1653,,0.008498000733511642
CAPN,398,Dime Community Bancs,0.002046100600083263
OHGI,2260,,0.011618561196452699
HDB,1516,Brocade Communicatio,0.007793689722930218
EQC,939,"Commerce Bancshares,",0.004827357948437648
MSCI,1772,,0.009109774531023976
IX,1642,One Horizon Group In,0.008441450214413865
WSO,1435,HDFC Bank Limited (A,0.007377272264119302
MLAB,650,Equity Commonwealth,0.0033416215830505552
ITCI,2699,Msci Inc,0.013875441004082228
IPG,2739,ORIX Corporation (AD,0.014081079255346877
ide,4156,Watsco Inc,0.021365814306397085
tory,2197,"Mesa Laboratories, I",0.011294680950710876
BIOS,2076,Intra-Cellular Thera,0.010672625240635312
IPDN,2382,Interpublic Group of,0.01224575786280988
NCR,1610,,0.008276939613402144
JBL,2150,,0.011053056005474913
APBR,534,BioScrip Inc,0.0027452706543830713
GGAL,2574,Professional Diversi,0.013232821468880197
AME,2598,NCR Corporation,0.013356204419638987
IR,2793,"Jabil Circuit, Inc.",0.014358690894554155
ame,819,,0.004210443194643699
LPX,1427,Grupo Financiero Gal,0.007336144613866372
ISP,1596,"AMETEK, Inc.",0.008204966225459517
MXWL,917,Ingersoll-Rand PLC,0.004714256910242091
PTLA,3564,,0.018322368187680273
FRAC,836,Louisiana-Pacific Co,0.004297839451431176
isr,49,,0.0002519068577991957
LISK,463,Maxwell Technologies,0.0023802627583883185
LXP,1136,Portola Pharmaceutic,0.005840126335916047
MD,1886,Keane Group Inc,0.009695843547128226
MHLD,1074,,0.00552138704645584
CELGZ,75,,0.00038557172112121794
KSU,2629,Lexington Realty Tru,0.01351557406436909
FBHS,1746,MEDNAX Inc,0.008976109667701952
CRC,1636,"Maiden Holdings, Ltd",0.008410604476724166
SN,2329,,0.01197328717988422
CNX,2061,Kansas City Southern,0.010595510896411068
MEG,941,Fortune Brands Home ,0.00483763986100088
CASH,1459,California Resources,0.007500655214878091
HTA,1454,Sanchez Energy Corp,0.007474950433470011
NYCB,1376,CONSOL Energy Inc.,0.007073955843503944
WHF,651,,0.0033467625393321715
icb,5,Meta Financial Group,2.5704781408081192e-05
nxt,4320,Healthcare Trust Of ,0.02220893113658215
ADS,5210,,0.026784382227220602
IMUC,6105,WhiteHorse Finance I,0.031385538099267134
MRDN,123,,0.0006323376226387974
IOTA,3681,,0.018923860072629372
doge,5255,Alliance Data System,0.027015725259893333
fldc,276,ImmunoCellular Thera,0.001418903933726082
flo,770,Meridian Waste Solut,0.003958536336844503
lbc,5284,,0.027164812992060205
lsk,6982,,0.035894156758244575
sc,20018,,0.10291166284539387
zec,11697,,0.06013376562606515
PLSE,2927,,0.01504757903629073
STRP,673,,0.0034598635775277284
CLSN,5285,,0.02716995394834182
PRTO,698,,0.0035883874845681345
ILF,137,Pulse Biosciences In,0.0007043110105814247
IGN,989,Straight Path Commun,0.00508440576251846
LADR,869,Celsion Corporation,0.004467491008724511
MORT,64,Proteon Therapeutics,0.00032902120202343924
CLNS,904,iShares S&P Latin Am,0.00464742447858108
JKK,5,iShares S&P NA Tec.-,2.5704781408081192e-05
KEY,3740,Ladder Capital Corp,0.019227176493244732
Dogee,1,,5.140956281616238e-06
pivx,2974,Colony NorthStar Inc,0.015289203981526693
PIVX,6505,iShares Morningstar ,0.03344192061191363
GIL,2293,,0.011788212753746035
NASDAQ,1391,,0.007151070187728188
NYSE,1327,,0.0068220489857047486
LAND,878,,0.004513759615259057
adap,306,Gildan Activewear In,0.0015731326221745691
NBEV,2995,,0.015397164063440634
HBAN,2404,,0.012358858901005437
EMIF,71,Gladstone Land Corp,0.00036500789599475293
UGP,744,,0.0038248714735224813
CACQ,596,New Age Beverages Co,0.003064009943843278
GDOT,1652,Huntington Bancshare,0.008492859777230025
HXL,1371,S&P Emerging Markets,0.007048251062095863
DOGE,8757,Ultrapar Participaco,0.0450193541581134
NXT,9605,Caesars Acquisition ,0.04937888508492397
GLF,219,Green Dot Corporatio,0.0011258694256739562
HERO,919,Hexcel Corporation,0.004724538822805323
JAKK,1232,,0.006333658138951206
CTAS,2386,,0.012266321687936343
KLAC,2806,,0.014425523326215165
IBEX,1083,,0.005567655652990386
ha,1642,"JAKKS Pacific, Inc.",0.008441450214413865
CBSA,15,Cintas Corporation,7.711434422424359e-05
WPPGY,1392,KLA-Tencor Corp,0.007156211144009804
MUR,1874,,0.00963415207174883
FRT,1566,,0.00805073753701103
He,69,,0.0003547259834315205
closes,1,,5.140956281616238e-06
door,7,Murphy Oil Corporati,3.598669397131367e-05
opens,1,Federal Realty Inves,5.140956281616238e-06
prison,1,,5.140956281616238e-06
school,1,,5.140956281616238e-06
who,1,,5.140956281616238e-06
EVBN,89,,0.00045754510906384526
CEF,409,,0.0021026511191810414
HTLF,794,,0.0040819192876032934
ICBK,535,,0.0027504116106646876
KORS,6838,Evans Bancorp Inc.,0.03515385905369184
ou,3,Central Fund of Cana,1.5422868844848717e-05
GOLF,1467,Heartland Financial ,0.007541782865131022
MT,3462,County Bancorp Inc,0.01779799064695542
FT,3124,Michael Kors Holding,0.01606034742376913
v,71898,,0.3696244747356443
cndo,1,Golfsmith Internatio,5.140956281616238e-06
GENE,2720,ArcelorMittal SA (AD,0.01398340108599617
KEG,878,Franklin Universal T,0.004513759615259057
OHRP,1455,,0.007480091389751627
QKLS,140,,0.0007197338794262734
KPTI,1101,Genetic Technologies,0.005660192866059479
JEC,2033,,0.010451564120525813
IAC,1344,OHR Pharmaceutical I,0.006909445242492224
IACI,139,QKL Stores Inc,0.0007145929231446572
INO,4659,Karyopharm Therapeut,0.023951715316050056
INDF,54,Jacobs Engineering G,0.0002776116392072769
JHMI,48,IAC/InterActiveCorp,0.0002467659015175795
nBEV,217,,0.0011155875131107237
GNFT,487,Inovio Pharmaceutica,0.002503645709147108
Dcth,196,,0.0010076274311967828
clsn,259,,0.0013315076769386057
BRSS,632,,0.0032490843699814623
MTDR,1118,,0.005747589122846955
GLDD,734,,0.003773461910706319
Drys,256,,0.001316084808093757
LPI,1620,Global Brass and Cop,0.008328349176218306
INN,1522,Matador Resources Co,0.007824535460619914
KLXI,1258,Great Lakes Dredge &,0.006467323002273227
KMDA,1595,,0.008199825269177901
KNOP,580,Laredo Petroleum Inc,0.0029817546433374186
KURA,2779,Summit Hotel Propert,0.014286717506611528
TNR.v,316,KLX Inc,0.0016245421849907312
STX,8368,Kamada Ltd,0.043019522164564686
FOSL,3986,KNOT Offshore Partne,0.020491851738522325
METC,533,Kura Oncology Inc,0.002740129698101455
ARC,7505,,0.03858287689352987
ARE,3132,Seagate Technology P,0.01610147507402206
CUBS,868,Fossil Group Inc,0.004462350052442895
FLOW,1524,Ramaco Resources Inc,0.007834817373183147
HUBS,2174,ARC Document Solutio,0.011176438956233704
ONE,1726,Alexandria Real Esta,0.008873290542069628
TWO,2049,,0.010533819421031673
gs,1378,Flow International C,0.007084237756067177
NBIX,2398,SPX Flow Inc,0.012328013163315738
ITPOF,13,HubSpot Inc,6.68324316610111e-05
PACB,1488,"Higher One Holdings,",0.007649742947044963
AGX,936,Two Harbors Investme,0.004811935079592799
RRR,1127,,0.005793857729381501
ACWI,938,Neurocrine Bioscienc,0.004822216992156032
VEU,122,Intertape Polymer Gr,0.0006271966663571811
VTI,870,Pacific Biosciences ,0.0044726319650061274
MGIC,717,"Argan, Inc.",0.0036860656539188428
GWR,1337,Red Rock Resorts Inc,0.006873458548520911
LINC,467,iShares MSCI ACWI In,0.0024008265835147834
ENZ,917,Vanguard FTSE All-Wo,0.004714256910242091
AUMN,252,Vanguard Total Stock,0.001295520982967292
NFX,2512,Magic Software Enter,0.012914082179419991
TOL,5510,Genesee & Wyoming In,0.028326669111705477
WDAY,5506,Lincoln Educational ,0.028306105286579005
FFBC,1143,"Enzo Biochem, Inc.",0.0058761130298873605
DHI,3085,Golden Minerals Co,0.015859850128786098
CVR,162,Newfield Exploration,0.0008328349176218307
NTIP,188,Toll Brothers Inc,0.0009664997809438528
LH,2543,Workday Inc,0.013073451824150095
CHSP,987,First Financial Banc,0.0050741238499552276
DLR,3215,"D.R. Horton, Inc.",0.01652817444539621
MNE,2124,Chicago Rivet & Mach,0.01091939114215289
DBD,2018,Network-1 Technologi,0.010374449776301569
CCS,717,Laboratory Corp. of ,0.0036860656539188428
EVRI,4736,Chesapeake Lodging T,0.024347568949734506
GFN,636,Digital Realty Trust,0.003269648195107928
LSI,1417,BlackRock Muni New Y,0.00728473505105021
FCF,1142,Diebold Nixdorf Inc,0.005870972073605744
HRG,1012,,0.005202647756995633
SPB,1395,Everi Holdings Inc,0.007171634012854654
MDP,1635,General Finance Corp,0.00840546352044255
MDSO,1503,LSI Corp,0.007726857291269207
CCO,1092,Life Storage Inc,0.005613924259524932
MHREF,8,First Commonwealth F,4.1127650252929905e-05
CUBA,186,HRG Group Inc,0.0009562178683806203
mu,561,Spectrum Brands Hold,0.00288407647398671
EQM,1245,Meredith Corporation,0.006400490570612216
BPFH,728,Medidata Solutions I,0.0037426161730166217
HHC,1084,Clear Channel Outdoo,0.005572796609272002
VERI,5081,MATAMEC EXPLORATIO C,0.026121198866892105
KLIC,1230,Herzfeld Caribbean B,0.006323376226387974
LABL,1292,,0.00664211551584818
LNG,5556,EQT Midstream Partne,0.02856315310065982
DXY,1354,Boston Private Finan,0.0069608548053083875
FDAX,354,Howard Hughes Corp,0.0018198985236921484
EEFT,1243,Veritone Inc,0.006390208658048985
FGL,793,Kulicke and Soffa In,0.004076778331321677
NSAT,305,Multi-Color Corporat,0.0015679916658929527
TTDKF,16,"Cheniere Energy, Inc",8.225530050585981e-05
WBMD,2458,,0.012636470540212713
MIK,2009,,0.010328181169767024
EXPD,1676,"Euronet Worldwide, I",0.008616242727988815
DELT,341,Fidelity & Guaranty ,0.0017530660920311372
BOJA,1225,Norsat International,0.006297671444979893
CORI,1185,TDK CORP NPV,0.006092033193715243
KOS,1048,WebMD Health Corp.,0.005387722183133818
CWH,2076,Michaels Companies I,0.010672625240635312
EMAN,541,Expeditors Internati,0.002781257348354385
LVLT,2163,,0.011119888437135924
HDV,85,Bojangles Inc,0.0004369812839373803
IUSV,18,Corium International,9.253721306909229e-05
SPHD,130,Kosmos Energy Ltd,0.000668324316610111
SPYD,44,Camping World Holdin,0.0002262020763911145
KBH,2554,eMagin Corporation,0.013130002343247875
GT,2879,Level 3 Communicatio,0.01480081313477315
KBR,1386,,0.007125365406320107
ESPR,3851,iShares Russell 3000,0.019797822640504135
FNB,1569,,0.008066160405855878
CPAH,285,,0.001465172540260628
MRT,930,KB Home,0.004781089341903102
CARB,1150,Goodyear Tire & Rubb,0.005912099723858674
nspr,89,"KBR, Inc.",0.00045754510906384526
nugt,218,Esperion Therapeutic,0.00112072846939234
vix,855,F.N.B. Corp,0.004395517620781884
CYCC,1606,"CounterPath, Corp.",0.008256375788275679
PLNT,1588,MedEquities Realty T,0.008163838575206587
WATT,3090,Carbonite Inc,0.015885554910194177
NCMI,981,,0.00504327811226553
LJPC,1329,,0.00683233089826798
FI,1129,,0.005804139641944733
AKR,1524,Cyclacel Pharmaceuti,0.007834817373183147
AUD,592,Planet Fitness Inc,0.0030434461187168133
CAD,497,Energous Corp,0.0025550552719632706
CHN,558,"National CineMedia, ",0.002868653605141861
