Ticker,Frequency,Name,Percentage
CHDRY,7,Golfgear Internation,3.598669397131367e-05
GHDS,4,IRONSIDE RES INC COM,2.0563825126464953e-05
MSITF,4,WGL Holdings Inc,2.0563825126464953e-05
Mind,4,ACMAT Corporation,2.0563825126464953e-05
FOLGF,18,LYNAS CORPORATION SP,9.253721306909229e-05
IHPCF,2,Southeastern Banking,1.0281912563232476e-05
LFSYY,22,Cascade Energy Inc,0.00011310103819555725
PSDNF,4,"EAU Technologies, In",2.0563825126464953e-05
SCAY,3,EF Hutton America In,1.5422868844848717e-05
CLVFA,3,COMMUNITY 1ST BK COM,1.5422868844848717e-05
GKNNF,4,NORTH WEST CO INC CO,2.0563825126464953e-05
APEOF,8,RMP ENERGY INC COM N,4.1127650252929905e-05
DGNOF,7,MANGAZEYA MNG LTD CO,3.598669397131367e-05
HTWC,3,CHEUNG KONG PROPER H,1.5422868844848717e-05
MBKL,7,CHINA GOLD INTL RE C,3.598669397131367e-05
WTSHF,17,WellQuest Medical & ,8.739625678747605e-05
EFLO,4,,2.0563825126464953e-05
UDSG,3,ISHARES BRIC ETF COM,1.5422868844848717e-05
ENCS,6,DEEP YELLOW LTD NPV,3.0845737689697434e-05
UMGP,123,Osaka Securities Exc,0.0006323376226387974
BVTEF,5,THAI BEVERAGE PLC UN,2.5704781408081192e-05
IKTO,5,DEUTSCHE BOERSE AG U,2.5704781408081192e-05
INVS,16,Presidential Realty ,8.225530050585981e-05
cst,2,RESOURCE VENTURES CO,1.0281912563232476e-05
IOCJY,2,Trinity Resources In,1.0281912563232476e-05
NNY,51,DIVESTCO INC COM NPV,0.00026218877036242815
ATGSY,8,K&S AG ADR EACH 2 RE,4.1127650252929905e-05
CRWE,5,CHRISTIAN DIOR SE UN,2.5704781408081192e-05
MYF,49,Greater Hudson Bank,0.0002519068577991957
SLFFF,3,MEDICAL SERVICES COM,1.5422868844848717e-05
STLXF,4,,2.0563825126464953e-05
USBL,5,FALCON OIL & GAS COM,2.5704781408081192e-05
HMBH,6,ISHARES S & P 500 UC,3.0845737689697434e-05
WFSTF,19,LIFESTYLE INTERNAT A,9.767816935070853e-05
CSAX,21,POSEIDON NICKEL NPV,0.000107960081913941
GCPL,2,Seneca-Cayuga Bancor,1.0281912563232476e-05
GLLA,13,CLOVERLEAF KENNEL CL,6.68324316610111e-05
MAGE,5,GKN ORD GBP0.10,2.5704781408081192e-05
USCZF,1,GROWMAX RES CORP COM,5.140956281616238e-06
GNAU,6,DIAGNOS INC COM NPV,3.0845737689697434e-05
SHMP,3,"Hometown Bancorp, In",1.5422868844848717e-05
TAMG,2,METAIRIE BK & TST CO,1.0281912563232476e-05
MADI,5,WESTSHORE TERM INV C,2.5704781408081192e-05
NGKIF,3,EFLO Energy Inc,1.5422868844848717e-05
RBRWF,3,,1.5422868844848717e-05
ARYMF,1,ENCORE ENERGY SYS CO,5.140956281616238e-06
KALO,6,Dalton Industries In,3.0845737689697434e-05
BONU,5,ICONIC MINERALS LT C,2.5704781408081192e-05
KOYWF,4,Itokk Inc,2.0563825126464953e-05
CMRO,6,Innovision Labs Inc,3.0845737689697434e-05
EHMEF,4,,2.0563825126464953e-05
IENVF,5,Iochpe Maxion SA (AD,2.5704781408081192e-05
WSRA,7,Nuveen NY Municipal ,3.598669397131367e-05
ADTR,5,AUTOGRILL SPA UNSP A,2.5704781408081192e-05
SMSEY,8,Crown Equity Holding,4.1127650252929905e-05
BBGP,15,BlackRock MuniYield ,7.711434422424359e-05
HESAY,7,FUTURE MOBILITY SO N,3.598669397131367e-05
CBNTD,4,STELLAR AFRICAGOLD C,2.0563825126464953e-05
PYCT,4,United States Basket,2.0563825126464953e-05
TCOSF,5,HAMILTON STATE BAN C,2.5704781408081192e-05
EBKOF,12,WESTERN FOREST PRO C,6.169147537939487e-05
QZMRF,3,CSA Holdings Inc,1.5422868844848717e-05
RMLFF,6,Global Capital Partn,3.0845737689697434e-05
IMSCQ,25,Gilla Inc,0.00012852390704040596
TMAK,2,Magellan Gold Corp,1.0281912563232476e-05
IDEA,39,UNITED SILVER CORP C,0.0002004972949830333
NATUF,6,,3.0845737689697434e-05
SGSOY,12,NaturalShrimp Inc,6.169147537939487e-05
SUME,14,Transnational Group ,7.197338794262735e-05
EXCOF,24,MADISON SYSTEMS COM ,0.00012338295075878974
FRFFF,7,NGK INSULATORS NPV,3.598669397131367e-05
TGONF,9,RUSSELL BREWERIES CO,4.6268606534546144e-05
BIGG,9,ARGOSY MINERALS NPV,4.6268606534546144e-05
EMOR,6,Kallo Inc,3.0845737689697434e-05
ITAYY,4,BioNeutral Group Inc,2.0563825126464953e-05
TLCVF,2,,1.0281912563232476e-05
GCS,3,"COMARCO, Inc.",1.5422868844848717e-05
LLC,29,GOEASY LTD COM NPV,0.00014908773216687092
CRGE,10,INFRAESTRUCTURA EN C,5.1409562816162384e-05
HSHS,27,WESTERN SIERRA MIN C,0.00013880581960363844
LDBKF,10,Alliance Media Holdi,5.1409562816162384e-05
MNLIF,3,SAMSONITE INTL SA UN,1.5422868844848717e-05
TSYI,7,Bridgegate Pictures ,3.598669397131367e-05
AGNU,15,HERMES INTL 10 ADR E,7.711434422424359e-05
ALMMF,3,,1.5422868844848717e-05
IHRC,4,PAYCHEST INC COM USD,2.0563825126464953e-05
RYFL,6,TECHNOPOLIS OYJ NPV,3.0845737689697434e-05
TOSCF,9,ERSTE GROUP BK AG NP,4.6268606534546144e-05
NZX,5,QUARTZ MOUNTAIN RE C,2.5704781408081192e-05
OCLDF,8,RUSORO MINING LTD CO,4.1127650252929905e-05
SSVC,4,Secure Point Technol,2.0563825126464953e-05
BTSGF,4,Touchmark Bancshares,2.0563825126464953e-05
MAHLY,5,Invent Ventures Inc,2.5704781408081192e-05
PSON,20,NTH AMER TUNGSTEN CO,0.00010281912563232477
SEYE,7,SGS Ltd (ADR),3.598669397131367e-05
WENTF,5,Summer Energy Holdin,2.5704781408081192e-05
RFG,77,EXCO TECHNOLOGIES CO,0.0003958536336844504
eTH,2,FAIRFAX FINL HLDGS P,1.0281912563232476e-05
HAQ,1,Tetragon Financial G,5.140956281616238e-06
MSEIS,4,Big Tree Group Inc,2.0563825126464953e-05
PMHD,1,EMERALD ORGANIC COM ,5.140956281616238e-06
NILD,1,PT Indo Tambangraya ,5.140956281616238e-06
RUNI,1,TLC Vision Corporati,5.140956281616238e-06
hed,6,,3.0845737689697434e-05
ZER,96,,0.000493531803035159
RVDO,1,Clenergen Corp,5.140956281616238e-06
AMTG,70,HashingSpace Corp,0.0003598669397131367
RVEN,73,LADBROKES CORAL GR O,0.0003752898085579854
RVLLF,1,CHROMEDX CORP COM NP,5.140956281616238e-06
trxc,12,"Terra Systems, Inc.",6.169147537939487e-05
RVRCF,9,AG&E HLDGS INC COM U,4.6268606534546144e-05
EFLI,7,ALUMINUM CORP CHN 'H,3.598669397131367e-05
PMHV,11,Investors Heritage C,5.655051909777862e-05
AILIH,5,Royal Financial Inc,2.5704781408081192e-05
CZFS,11,TOSOH CORP NPV,5.655051909777862e-05
NUVI,7,,3.598669397131367e-05
EROX,7,ORICA LIMITED NPV,3.598669397131367e-05
HLLGY,4,"Secured Services, In",2.0563825126464953e-05
SRHIF,4,BTS GROUP HOLDINGS T,2.0563825126464953e-05
IDEXY,25,MEDIPAL HLDG CORP UN,0.00012852390704040596
BZQIF,15,Petrosonic Energy In,7.711434422424359e-05
OROVF,20,Signature Eyewear In,0.00010281912563232477
FWONB,27,WENTWORTH RESOURCE O,0.00013880581960363844
SBMSF,7,Rydex S&P MidCap 400,3.598669397131367e-05
SWRAY,7,,3.598669397131367e-05
CFSU,4,,2.0563825126464953e-05
CLTH,4,,2.0563825126464953e-05
WEGRY,15,,7.711434422424359e-05
DRRSF,7,,3.598669397131367e-05
JMTM,4,"Reunion Industries, ",2.0563825126464953e-05
LPRRF,5,,2.5704781408081192e-05
PERL,2,,1.0281912563232476e-05
BBVXF,5,Riverdale Oil & Gas ,2.5704781408081192e-05
INDFY,5,Apollo Residential M,2.5704781408081192e-05
PTAH,47,Reven Housing Reit I,0.0002416249452359632
WPFH,7,GGX GOLD CORP COM NP,3.598669397131367e-05
DRTGF,12,,6.169147537939487e-05
GABA,8,,4.1127650252929905e-05
ULTRQ,3,Cell Tech Internatio,1.5422868844848717e-05
FLRAF,5,PRIME BANK ORANGE CO,2.5704781408081192e-05
HMTC,7,AMEREN ILLINOIS CO 4,3.598669397131367e-05
MDGWW,4,,2.0563825126464953e-05
EMPK,3,Emo Capital Corp.,1.5422868844848717e-05
GLYE,9,Human Pheromone Scie,4.6268606534546144e-05
GTRL,29,HELLA KGAA HUECK UNS,0.00014908773216687092
TGLP,1,SPROTT RESOURCE HL C,5.140956281616238e-06
ASLM,4,INDITEX UNSP ADR EAC,2.0563825126464953e-05
FLST,8,BEZEQ ISRAEL TELCM I,4.1127650252929905e-05
OXFCF,5,ORIENT O/SEAS INTL U,2.5704781408081192e-05
MCUIF,6,LIBERTY MEDIA CORP C,3.0845737689697434e-05
NHA,36,South Boulder Mines ,0.00018507442613818458
GLFH,5,Swire Pacific Ltd.,2.5704781408081192e-05
PARXF,11,COMPLETE FINANCIAL C,5.655051909777862e-05
QTWWQ,5,Clean Tech Biofuels ,2.5704781408081192e-05
SRWRF,25,Weir Group Plc (The),0.00012852390704040596
BHPLF,13,ARIANNE PHOSPHATE CA,6.68324316610111e-05
EXEO,10,JAMES MARITIME HLD C,5.1409562816162384e-05
SIVE,4,LAURENT-PERRIER EUR3,2.0563825126464953e-05
WISKF,9,PERLA GROUP INTERN C,4.6268606534546144e-05
CZBC,3,BBVA(BILB-VIZ-ARG) E,1.5422868844848717e-05
FRUTF,5,INDOFOOD AGRI RE UNS,2.5704781408081192e-05
KTP,17,PTA HOLDINGS INC COM,8.739625678747605e-05
ATLDF,5,WORLD POKER FUND H C,2.5704781408081192e-05
NGLD,5,DART GROUP ORD GBP0.,2.5704781408081192e-05
TRDX,19,"Georgia Bancshares, ",9.767816935070853e-05
ARVSF,7,,3.598669397131367e-05
SDLJ,9,ESSENTRA PLC ORD GBP,4.6268606534546144e-05
SNCAF,34,Homasote Company,0.0001747925135749521
RYA.DB,1,,5.140956281616238e-06
CNBA,3,Empire Bancorp Inc,1.5422868844848717e-05
HWIS,2,GlyEco Inc,1.0281912563232476e-05
TGSGY,2,GET REAL USA INC COM,1.0281912563232476e-05
THNS,13,Tongli Pharmaceutica,6.68324316610111e-05
WHHT,4,AMER SILVER MINING C,2.0563825126464953e-05
AWLCF,38,Fuelstream Inc,0.00019535633870141706
CBAUF,27,VELOCYS PLC ORD GBP0,0.00013880581960363844
IMRSQ,4,LUMINOR MEDICAL TE C,2.0563825126464953e-05
WTRO,4,,2.0563825126464953e-05
ARRXF,5,Galenfeha Inc,2.5704781408081192e-05
UNDT,2,PAREX RESOURCES IN C,1.0281912563232476e-05
FLKM,3,QF Liquidation Inc,1.5422868844848717e-05
PGSI,4,SOLARWORLD AG NPV,2.0563825126464953e-05
RCTFF,3,BHP BILLITON LTD NPV,1.5422868844848717e-05
SHTDY,5,Exeo Entertainment I,2.5704781408081192e-05
CVTPF,3,SILVER VERDE MAY M C,1.5422868844848717e-05
GAHD,4,WEISS KOREA OPPORT O,2.0563825126464953e-05
SMCBF,6,CITIZENS BANCP(ORE C,3.0845737689697434e-05
FOFND,5,FRUTAROM INDUSTRIE I,2.5704781408081192e-05
MAUSY,5,,2.5704781408081192e-05
VATE,272,ATLANTA GOLD INC COM,0.0013983401085996168
C.A,6,NEVADA CANYON GOLD C,3.0845737689697434e-05
NWLTF,11,TREND EXPLORATION CO,5.655051909777862e-05
XTMCF,7,AURVISTA GOLD CORP C,3.598669397131367e-05
GREE,1,SCOTTDALE BK & TR CO,5.140956281616238e-06
Mizuno,1,Snc-Lavalin Group In,5.140956281616238e-06
Prima,1,,5.140956281616238e-06
SOMPO,1,"Chester Bancorp, Inc",5.140956281616238e-06
Sanwa,1,Home Bancorp Wiscons,5.140956281616238e-06
BYIN,5,TGS NOPEC GEOPH.CO S,2.5704781408081192e-05
CTYP,6,Thinspace Technology,3.0845737689697434e-05
SWGAY,19,Wonhe High-Tech Inte,9.767816935070853e-05
TLPY,7,AWILCO DRILLING PL G,3.598669397131367e-05
ITNS,35,CMNWLTH BK OF AUST N,0.00017993346985656835
KCLI,22,Imaging Canada Liqui,0.00011310103819555725
PRPM,12,"Wi-Tron, Inc.",6.169147537939487e-05
SRCO,1079,ARCO RESOURCES COR C,0.005547091827863921
CTPNF,6,Universal Detection ,3.0845737689697434e-05
SRMC,6,FlikMedia Inc,3.0845737689697434e-05
JGWE,11,Pegasi Energy Resour,5.655051909777862e-05
TIRTZ,27,Rochester Resources ,0.00013880581960363844
TRII,2,SINOPHARM GROUP CO U,1.0281912563232476e-05
HLAN,5,NAPEC INC COM NPV,2.5704781408081192e-05
QNIID,72,GLOBAL AGRICULTURA C,0.00037014885227636916
XTPEF,4,SIAM COMMERCIAL BK T,2.0563825126464953e-05
FPOCF,6,,3.0845737689697434e-05
MBAY,4,MATSUI SECURITIES SP,2.0563825126464953e-05
SHALF,6,ELEV8 BRANDS INC COM,3.0845737689697434e-05
SLIO,6,,3.0845737689697434e-05
GGNDF,2,NEWALTA CORP COM NPV,1.0281912563232476e-05
HLBYL,5,XTREME DRILLING CO C,2.5704781408081192e-05
LTONY,5,,2.5704781408081192e-05
WEBB,6,,3.0845737689697434e-05
ISRCF,3,,1.5422868844848717e-05
SNRAF,13,,6.68324316610111e-05
DRVYF,2,,1.0281912563232476e-05
MPA,71,Baying Ecological Ho,0.00036500789599475293
SUGR,5,COMMUNITY BNKR COR C,2.5704781408081192e-05
SPXP,2,SWATCH GROUP ADR EAC,1.0281912563232476e-05
ALPN,84,Telupay Internationa,0.000431840327655764
COWPP,7,ITonis Inc,3.598669397131367e-05
IHSFF,3,Kansas City Life Ins,1.5422868844848717e-05
LSE.UK,1,ProTek Capital Inc,5.140956281616238e-06
rpx,163,Sparta Commercial Se,0.0008379758739034468
azv,1,CORTEX BUSINESS SO C,5.140956281616238e-06
djw,1,Sierra Monitor Corpo,5.140956281616238e-06
ese,1,JG Wentworth Co,5.140956281616238e-06
lsh,1,Tidelands Royalty Tr,5.140956281616238e-06
myx,1,Allied Technologies ,5.140956281616238e-06
pmv,1,Heartland Banccorp,5.140956281616238e-06
tah,1,,5.140956281616238e-06
wmk,3,Xtep International H,1.5422868844848717e-05
CDD,22,1ST POINT MINERALS C,0.00011310103819555725
teeze,3,MediaBay Inc,1.5422868844848717e-05
ZIP,27,SHANGRI-LA ASIA HKD1,0.00013880581960363844
city,1,SOLO INTL INC COM US,5.140956281616238e-06
days,2,GN Store Nord A/S-Or,1.0281912563232476e-05
semt,1,Heron Lake BioEnergy,5.140956281616238e-06
wes,2,MNC Media Investment,1.0281912563232476e-05
AKRIX,5,Webb Interactive Ser,2.5704781408081192e-05
AKRSX,5,ISHARES V PLC S&P 50,2.5704781408081192e-05
RXEEY,4,SENATOR MINERALS COM,2.0563825126464953e-05
night,2,DISCOVERY AFRICA NPV,1.0281912563232476e-05
ANACM,11,BlackRock MuniYield ,5.655051909777862e-05
ARCLK,1,,5.140956281616238e-06
LKMNH,1,"Spirit Exploration, ",5.140956281616238e-06
THYAO,1,ALPINE MGMT SYS I CO,5.140956281616238e-06
TRKCM,2,Canal Capital Corp.,1.0281912563232476e-05
BLACK,4,ISHARES II PLC USD T,2.0563825126464953e-05
BROWN,3,,1.5422868844848717e-05
HIGH,3,,1.5422868844848717e-05
HOES,3,,1.5422868844848717e-05
PANTS,3,,1.5422868844848717e-05
TYLE,3,,1.5422868844848717e-05
CNZ,49,,0.0002519068577991957
AQC,4,,2.0563825126464953e-05
PNN,6,,3.0845737689697434e-05
ALVER,2,,1.0281912563232476e-05
PBP,40,,0.00020563825126464953
Yen,14,,7.197338794262735e-05
RYMM,3,,1.5422868844848717e-05
YH,18,Zipcar Inc,9.253721306909229e-05
LDNXF,24,,0.00012338295075878974
enoR,1,,5.140956281616238e-06
CMSQY,3,,1.5422868844848717e-05
CYGIY,6,,3.0845737689697434e-05
SGRWF,1,,5.140956281616238e-06
SIGO,1146,,0.005891535898732209
KPLIF,5,REXEL UNSP ADR EA RE,2.5704781408081192e-05
MSTF,6,,3.0845737689697434e-05
NTDMF,3,,1.5422868844848717e-05
PDRDY,10,,5.1409562816162384e-05
SPNZF,6,,3.0845737689697434e-05
NRCP,16,,8.225530050585981e-05
SPM,5,,2.5704781408081192e-05
BTSGY,5,,2.5704781408081192e-05
ORRCF,3,,1.5422868844848717e-05
ESLOF,13,,6.68324316610111e-05
NBGIF,17,,8.739625678747605e-05
ORINY,7,,3.598669397131367e-05
SWRAF,5,,2.5704781408081192e-05
EORBF,12,,6.169147537939487e-05
OOGI,8,,4.1127650252929905e-05
SMDZF,11,,5.655051909777862e-05
XFLS,4,,2.0563825126464953e-05
GAFL,5,,2.5704781408081192e-05
GLBB,8,,4.1127650252929905e-05
HTBNF,7,Royal Mines And Mine,3.598669397131367e-05
IPTK,13,,6.68324316610111e-05
OAKR,6,LONDON STOCK EXCH OR,3.0845737689697434e-05
TBNC,7,,3.598669397131367e-05
GPKMF,2,Computershare Ltd (A,1.0281912563232476e-05
KEWL,5,"CyberAgent, Inc",2.5704781408081192e-05
NBZZF,10,CAVA RES INC COM NPV,5.1409562816162384e-05
PBCA,3,SUNSET IS GRP INC CO,1.5422868844848717e-05
ASGLF,3,KEPPEL INFRASTRUCT T,1.5422868844848717e-05
ENCW,5,"Monarch Staffing, In",2.5704781408081192e-05
MNZO,205,NTT DOCOMO NPV,0.0010538960377313288
YUII,6,PERNOD RICARD ADR EA,3.0845737689697434e-05
UNSI,5,SOUTH PORT NZ NPV,2.5704781408081192e-05
HCHMY,9,,4.6268606534546144e-05
IMII,5,,2.5704781408081192e-05
PSLRF,8,BTS GROUP HOLDINGS U,4.1127650252929905e-05
OPXXW,8,OROCO RESOURCE COR C,4.1127650252929905e-05
RYPE,3,ESSILOR INTL EUR0.18,1.5422868844848717e-05
RYSMF,3,NATL BK OF GREECE EU,1.5422868844848717e-05
CSPGF,6,Orion Corp,3.0845737689697434e-05
SZKMY,18,SWIRE PACIFIC 'A' NP,9.253721306909229e-05
AQL,2,ORBITE TECHNOLOGIE C,1.0281912563232476e-05
SAAX,2,Eco Fuel Energy Inc,1.0281912563232476e-05
RKOS,5,STRATEGIC METALS COM,2.5704781408081192e-05
AZURF,7,Xfuels Inc,3.598669397131367e-05
RRRI,7,Great American Finan,3.598669397131367e-05
WYGPF,7,Global Quest Ltd,3.598669397131367e-05
CEHD,5,HUNTER BAY MINERAL C,2.5704781408081192e-05
SNDZ,3,AS-IP Tech Inc,1.5422868844848717e-05
XTNY,4,Oakridge Energy Inc,2.0563825126464953e-05
YMZBY,5,T Bancshares Inc,2.5704781408081192e-05
CKDXY,2,GOLDEN PEAK MINERA C,1.0281912563232476e-05
GNYPF,8,Keweenaw Land Associ,4.1127650252929905e-05
ISON,6,NORTHERN BLIZZARD CO,3.0845737689697434e-05
NID,72,PBB BANCORP NPV,0.00037014885227636916
WPPGF,22,ASAHI GLASS CO NPV,0.00011310103819555725
CETG,7,ENCHANTED WORLD IN C,3.598669397131367e-05
EXHI,6,Manzo Pharmaceutical,3.0845737689697434e-05
IRDEF,10,,5.1409562816162384e-05
ASHXF,11,Unified Signal Inc,5.655051909777862e-05
BPMUF,13,HITACHI CHEMICAL ADR,6.68324316610111e-05
BZZUF,5,Inception Mining Inc,2.5704781408081192e-05
GFGY,5,PALLISER OIL & GAS C,2.5704781408081192e-05
CMDRF,5,,2.5704781408081192e-05
FCCG,4,Royalite Petroleum C,2.0563825126464953e-05
IRMTF,8,Royal Standard Miner,4.1127650252929905e-05
AMAR,3,ALABAMA GRAPHITE C C,1.5422868844848717e-05
GVDBF,13,SUZUKI MOTOR CORP UN,6.68324316610111e-05
TGASF,2,,1.0281912563232476e-05
WCIGD,6,Nouveau Ventures Inc,3.0845737689697434e-05
AERT,6,ARKOSE ENERGY CORP C,3.0845737689697434e-05
CMTDF,8,AZINCOURT URANIUM CO,4.1127650252929905e-05
SBEZF,1,Rock Ridge Resources,5.140956281616238e-06
BIOAF,35,WORLEYPARSONS LTD NP,0.00017993346985656835
PCRTF,12,China Electronics Ho,6.169147537939487e-05
SLIF,8,Sunridge Internation,4.1127650252929905e-05
UEHPY,5,Xiangtian USA Air Po,2.5704781408081192e-05
FOJCY,6,YAMAZAKI BAKING ADR(,3.0845737689697434e-05
ILDBY,327,Circadian Technologi,0.00168109270408851
RLGHF,8,GAINEY CAPITAL COR C,4.1127650252929905e-05
ALKEF,7,,3.598669397131367e-05
CMHHF,6,Nuveen Intermediate ,3.0845737689697434e-05
NOURF,4,WPP PLC ORD GBP0.10,2.0563825126464953e-05
BEVS,5,Capital City Energy ,2.5704781408081192e-05
GRBMF,15,EXLITES HOLDINGS COM,7.711434422424359e-05
JUMT,2,IREN SPA EUR1,1.0281912563232476e-05
MSGNF,3,ASHBURTON VENTURES C,1.5422868844848717e-05
RATHF,2,BASILEA PHARMACEUT C,1.0281912563232476e-05
ENMI,4,BUZZI UNICEM SPA EUR,2.0563825126464953e-05
RVVTF,7,Granite Falls Energy,3.598669397131367e-05
SOCLF,11,COMMANDER RESOURCE C,5.655051909777862e-05
WEIGF,11,Fog Cutter Capital G,5.655051909777862e-05
EXGI,6,INFORMATION SERVIC C,3.0845737689697434e-05
GFSZY,12,Amarillo Biosciences,6.169147537939487e-05
ITMZF,4,GIVAUDAN SA CHF10,2.0563825126464953e-05
CNRFF,3,TOWNGAS CHINA CO HKD,1.5422868844848717e-05
ITOCF,5,,2.5704781408081192e-05
PTQEP,2,Advanced Environment,1.0281912563232476e-05
SLTFF,6,SUMITOMO MITSUI TR N,3.0845737689697434e-05
YARIY,26,SEA BREEZE POWER C C,0.0001336648633220222
CBYAA,4,BIOASIS TECH INC COM,2.0563825126464953e-05
GPFOY,5,PURECIRCLE LTD ORD U,2.5704781408081192e-05
NNWS,4,SEALIFE CORPORATIO C,2.0563825126464953e-05
RCIT,89,ULTRA ELECTRONIC ADR,0.00045754510906384526
CDGLF,5,FORTUM OYJ UNSP ADR ,2.5704781408081192e-05
CSNG,295,BANK OF IRELAND UNSP,0.0015165821030767904
CXSNF,7,RHT HEALTH TRUST NPV,3.598669397131367e-05
ALM,11,ALKANE RESOURCES NPV,5.655051909777862e-05
RYA,9,CHINA MERCHANTS PO N,4.6268606534546144e-05
FRFHF,26,NORTHERN MINERALS NP,0.0001336648633220222
HRBK,6,Amaize Beverage Corp,3.0845737689697434e-05
SFICP,6,Grupo Bimbo S.A.B. d,3.0845737689697434e-05
VKPPF,5,Juma Technology Corp,2.5704781408081192e-05
immy,31,MAN SANG INTL HKD0.1,0.0001593696447301034
TRY,10,RATHDOWNEY RESOURC C,5.1409562816162384e-05
InG,2,ENERGY MANAGEMENT CO,1.0281912563232476e-05
ORB,37,REVIVE THERAPEUTIC C,0.00019021538241980083
WLCON,80,SOCO INTERNATIONAL O,0.00041127650252929907
HNHPF,32,WEIR GROUP ORD GBP0.,0.00016451060101171962
AMER,2,"Engex, Inc.",1.0281912563232476e-05
PAF,15,G4S UNSP ADR EACH RE,7.711434422424359e-05
ICAGY,37,INTEMA SOLUTIONS I C,0.00019021538241980083
heet,1,CONSORCIO ARA SAB SE,5.140956281616238e-06
au,23,ITOCHU CORP NPV,0.0001182419944771735
LCR,5,Petroquest Energy In,2.5704781408081192e-05
MHC,3,PISTOL BAY MINING CO,1.5422868844848717e-05
POW,25,Yara International A,0.00012852390704040596
JSEFBR,2,COMMUNITY BANK OF CO,1.0281912563232476e-05
Sbs,4,Grupo Financiero Inb,2.0563825126464953e-05
SAPGF,16,Northport Network Sy,8.225530050585981e-05
CAKFY,2,Reelcause Inc,1.0281912563232476e-05
CLVLY,9,COMFORTDELGRO CORP N,4.6268606534546144e-05
CSTNL,4,CHINA GINSENG HOLD C,2.0563825126464953e-05
CTBG,5,Street Capital Group,2.5704781408081192e-05
MEYYY,2,,1.0281912563232476e-05
LWCL,5,,2.5704781408081192e-05
VLKPY,27,Fairfax Financial Ho,0.00013880581960363844
ADBCF,4,HARBOR BANKSHARES CO,2.0563825126464953e-05
ANGPY,12,ISTAR INC 4.5% CONV ,6.169147537939487e-05
SKFRY,11,VUKILE PROPERTY FD N,5.655051909777862e-05
FLMNF,5,,2.5704781408081192e-05
VITOF,9,,4.6268606534546144e-05
ANCKF,8,,4.1127650252929905e-05
CGEM,6,Orbital Sciences Cor,3.0845737689697434e-05
EKWX,7,,3.598669397131367e-05
AAPJ,3,Hon Hai Precision In,1.5422868844848717e-05
MMTIF,5,,2.5704781408081192e-05
WOLWF,11,PowerShares FTSE RAF,5.655051909777862e-05
ADTY,6,International Consol,3.0845737689697434e-05
CNLK,6,,3.0845737689697434e-05
NFPC,5,,2.5704781408081192e-05
HDII,4,,2.0563825126464953e-05
LKST,10,,5.1409562816162384e-05
CHHL,4,,2.0563825126464953e-05
RDNAF,11,,5.655051909777862e-05
VLOWY,4,,2.0563825126464953e-05
ZAHA,5,SAP SE ORD NPV,2.5704781408081192e-05
ENZR,9,Celesio AG (ADR),4.6268606534546144e-05
HLTEF,7,Clinuvel Pharmaceuti,3.598669397131367e-05
ISTC,9,ISHARES VII PLC CORE,4.6268606534546144e-05
RFNS,5,Coil Tubing Technolo,2.5704781408081192e-05
LCTZ,8,P.T. Medco Energi In,4.1127650252929905e-05
PHNHF,4,Lewis & Clark Bank O,2.0563825126464953e-05
BRBW,5,Volkswagen AG (ADR),2.5704781408081192e-05
RYDBF,14,ADELAIDE BRIGHTON NP,7.197338794262735e-05
UNLVF,5,Anglo American Plati,2.5704781408081192e-05
CNUCF,2,AB SKF (ADR),1.0281912563232476e-05
ENTB,142,FIELMANN AG NPV,0.0007300157919895059
INQD,9,VITRO SAB DE CV COM ,4.6268606534546144e-05
IPYYF,4,ANFIELD GOLD CORP CO,2.0563825126464953e-05
BAN,13,Consolidated Gems In,6.68324316610111e-05
OCQLF,6,EKWAN-X INC COM STK ,3.0845737689697434e-05
AIDA,4,AAP Inc,2.0563825126464953e-05
SVBRF,3,Micromem Technologie,1.5422868844848717e-05
CDEVY,10,WOOLWORTHS LTD NPV,5.1409562816162384e-05
FNDM,18,ADTEGRITY.COM INTL C,9.253721306909229e-05
SYKWF,7,CANNALINK INC COM US,3.598669397131367e-05
TCNGF,7,NORTHFIELD PRECISI C,3.598669397131367e-05
TXHG,2,Hypertension Diagnos,1.0281912563232476e-05
CKISF,8,Looksmart Group Inc,4.1127650252929905e-05
GBLBF,7,"China Holdings, Inc.",3.598669397131367e-05
APRU,14,ROUTEMASTER CAPITA C,7.197338794262735e-05
LSYC,3,Vallourec Usines A T,1.5422868844848717e-05
SVNDF,7,ZAHAV INC COM,3.598669397131367e-05
ARBFF,3,,1.5422868844848717e-05
SEOAY,10,HILAN LTD ILS1,5.1409562816162384e-05
TETAA,6,Instructivision Inc.,3.0845737689697434e-05
NXXGF,53,Reliant Financial Se,0.00027247068292566065
TNSAY,4,La Cortez Energy Inc,2.0563825126464953e-05
ABGOF,6,AVEDA TRANS & ENER C,3.0845737689697434e-05
HOPS,20,Brunswick Bancorp,0.00010281912563232477
CEOA,3,ROYAL DUTCH SHELL 'B,1.5422868844848717e-05
DSNKY,31,UNILEVER NV EUR0.16,0.0001593696447301034
IAHL,6,CANUC RESOURCES CO C,3.0845737689697434e-05
POAHF,17,Entest Biomedical In,8.739625678747605e-05
WFRSF,3,Indoor Harvest Corp,1.5422868844848717e-05
DIAAF,17,ISHARES PHYSICAL M I,8.739625678747605e-05
FCMKF,5,,2.5704781408081192e-05
